frame,support_len,confidence_sum
33572,10,9.207097
33573,10,8.417489
33574,10,8.419490
33575,10,8.535658
33576,10,9.587187
33577,10,9.459459
33578,10,9.037481
33579,10,8.403237
33580,10,8.418549
33581,10,8.417120
33582,10,9.190877
33583,10,8.646140
33584,10,8.952574
33585,10,8.411553
33586,10,8.408551
33587,10,8.409309
33588,10,8.943619
33589,10,8.969988
33590,10,8.520779
33591,10,8.831345
33592,10,9.287796
33593,8,7.588132
33594,9,7.694888
33595,9,8.583953
33596,9,7.607082
33597,9,8.427645
33598,9,7.852193
33599,8,6.853569
33600,9,8.265460
33601,9,8.890483
33602,9,8.933675
33603,8,7.932647
33604,9,8.899401
33605,5,4.905882
33606,9,8.914775
33607,9,7.988658
33608,9,8.930855
33609,8,7.868010
33610,9,7.299119
33611,8,6.470879
33612,9,7.302431
33613,9,7.305924
33614,9,7.294542
33615,9,7.298163
33616,9,8.669720
33617,8,7.663130
33618,9,8.720102
33619,9,8.658043
33620,9,8.678861
33621,8,7.891923
33622,9,8.894293
33623,8,7.923615
33624,9,7.994579
33625,9,8.871270
33626,9,8.765690
33627,8,7.779390
33628,9,8.808065
33629,8,7.787769
33630,9,8.775591
33631,9,8.607787
33632,9,8.762815
33633,9,8.730184
33634,9,8.749028
33635,8,7.123919
33636,9,8.716627
33637,9,8.668842
33638,9,8.842557
33639,9,8.395741
33640,9,8.829809
33641,8,7.117818
33642,9,8.780735
33643,9,8.705640
33644,9,8.757529
33645,8,7.395633
33646,8,7.861592
33647,8,7.806995
33648,9,8.766355
33649,10,9.881012
33650,10,9.886977
33651,10,9.865141
33652,10,9.858874
33653,10,9.849288
33654,10,9.808277
33655,10,9.784954
33656,10,9.798808
33657,10,9.823218
33658,10,9.865773
33659,10,9.849091
33660,10,9.833729
33661,10,9.833729
33662,10,9.815133
33663,10,9.841765
33664,10,9.890072
33665,10,9.900229
33666,10,9.910782
33667,10,9.880059
33668,10,9.863184
33669,10,9.872589
33670,10,9.900206
33671,10,9.891953
33672,10,9.890480
33673,10,9.911517
33674,10,9.907865
33675,10,9.913894
33676,10,9.941085
33677,10,9.929086
33678,10,9.942305
33679,9,8.966927
33680,9,8.943983
33681,9,8.926971
33682,9,8.897322
33683,8,7.813269
33684,9,8.862500
33685,9,8.888137
33686,9,8.894271
33687,8,7.112879
33688,9,8.874731
33689,8,7.900473
33690,9,8.912572
33691,9,8.757700
33692,9,8.772139
33693,9,8.012987
33694,9,8.771527
33695,8,7.811495
33696,9,8.872471
33697,9,8.834571
33698,9,8.905668
33699,9,8.899398
33700,9,8.816788
33701,8,7.924027
33702,9,8.873513
33703,9,8.840014
33704,9,8.017590
33705,9,8.891949
33706,9,8.870026
33707,8,7.907536
33708,9,8.789142
33709,9,8.702512
33710,9,8.695114
33711,9,8.728265
33712,9,8.697683
33713,8,6.495375
33714,9,7.304808
33715,9,7.307257
33716,9,7.296913
33717,9,7.305120
33718,9,7.275000
33719,8,7.743243
33720,9,8.711149
33721,9,8.019418
33722,9,8.691579
33723,9,8.738535
33724,9,8.899046
33725,8,7.927873
33726,9,8.931269
33727,9,8.909999
33728,7,6.937781
33729,9,8.896103
33730,9,8.937237
33731,8,7.912972
33732,9,7.974063
33733,9,8.943710
33734,9,8.881119
33735,10,9.716262
33736,10,9.709172
33737,10,9.709172
33738,10,9.756232
33739,10,9.751802
33740,10,9.715884
33741,10,9.443913
33742,10,9.680480
33743,10,8.829137
33744,10,9.212866
33745,10,8.526871
33746,10,8.391716
33747,10,8.923574
33748,10,8.793633
33749,10,9.296373
33750,10,8.645381
33751,10,8.870659
33752,10,9.353722
33753,10,9.604027
33754,10,8.645170
33755,10,9.476446
33756,10,8.524625
33757,10,9.359565
33758,10,8.527428
33759,10,8.405559
33760,10,8.395781
33761,10,9.130744
33762,10,9.608501
33763,10,9.606264
33764,10,9.629081
33765,10,9.630872
33766,10,9.599553
33767,10,9.666667
33768,10,9.644295
33769,10,9.664430
33770,10,9.684564
33771,10,9.655481
33772,10,9.581655
33773,10,9.664624
33774,10,9.794393
33775,10,9.756415
33776,14,13.532438
33777,6,5.834666
33778,10,9.615213
33779,10,9.626538
33780,10,9.720423
33781,10,9.677852
33782,10,9.664430
33783,10,9.677852
33784,11,10.709321
33785,9,8.738255
33786,10,9.781000
33787,10,9.697987
33788,10,9.702461
33789,10,9.691275
33790,10,9.762320
33791,8,7.890960
33792,10,9.673610
33793,10,9.750576
33794,10,9.467736
33795,10,9.724350
33796,10,9.756341
33797,10,9.687100
33798,10,9.674453
33799,10,9.766032
33800,10,9.656582
33801,10,9.729306
33802,10,9.739576
33803,10,9.741871
33804,10,9.709172
33805,10,9.683884
33806,10,9.789730
33807,10,9.715024
33808,10,9.680014
33809,10,9.670141
33810,10,9.495275
33811,10,9.638700
33812,10,9.771581
33813,10,9.465769
33814,10,9.459459
33815,10,9.459459
33816,10,9.459459
33817,10,9.488905
33818,10,9.558344
33819,10,9.429049
33820,10,9.528463
33821,10,9.510870
33822,10,9.510870
33823,10,9.501166
33824,10,9.544257
33825,10,9.547991
33826,10,9.513035
33827,10,9.537107
33828,10,9.510870
33829,10,9.541100
33830,10,9.535118
33831,10,9.526048
33832,10,9.524163
33833,10,9.510870
33834,10,9.500942
33835,10,9.459459
33836,10,9.460616
33837,10,9.530421
33838,10,9.510134
33839,10,9.524541
33840,10,9.513706
33841,10,9.524156
33842,10,9.579275
33843,10,9.538622
33844,10,9.464600
33845,10,9.490195
33846,10,9.510870
33847,10,9.510870
33848,10,9.510870
33849,9,8.555237
33850,8,7.852215
33851,8,7.855985
33852,9,7.991969
33853,9,8.924827
33854,9,8.939568
33855,9,8.839946
33856,9,8.925790
33857,5,4.934165
33858,9,8.926175
33859,9,8.895894
33860,9,8.891370
33861,9,8.788352
33862,9,8.895795
33863,8,7.083008
33864,9,8.884700
33865,9,8.906419
33866,9,7.289103
33867,9,7.274995
33868,9,7.308835
33869,8,6.486674
33870,9,7.311986
33871,9,7.323315
33872,9,8.773935
33873,9,8.886942
33874,9,8.735939
33875,8,7.846980
33876,9,8.817744
33877,9,8.892488
33878,9,8.895747
33879,9,8.763844
33880,9,7.843505
33881,8,7.930966
33882,9,8.827158
33883,9,8.853367
33884,9,8.833725
33885,9,8.912359
33886,9,8.842286
33887,8,7.756068
33888,9,8.817303
33889,9,8.847870
33890,9,8.756147
33891,9,7.998233
33892,9,8.842500
33893,8,7.808998
33894,9,8.899353
33895,8,7.804132
33896,9,8.916250
33897,9,7.985879
33898,9,8.913452
33899,8,7.894544
33900,9,8.825765
33901,9,8.878901
33902,9,8.902771
33903,9,8.848971
33904,9,8.846103
33905,10,9.899073
33906,10,9.904049
33907,10,9.909651
33908,10,9.941997
33909,10,9.926212
33910,10,9.898693
33911,10,9.889880
33912,10,9.913975
33913,10,9.915031
33914,10,9.915043
33915,10,9.913974
33916,10,9.910387
33917,10,9.902802
33918,10,9.886237
33919,10,9.905476
33920,10,9.901666
33921,10,9.888202
33922,10,9.137588
33923,10,9.002645
33924,10,8.840619
33925,10,8.368794
33926,10,8.382822
33927,10,9.136366
33928,10,9.880512
33929,10,9.897584
33930,10,9.441681
33931,10,8.375786
33932,10,8.985355
33933,10,8.382506
33934,10,9.440284
33935,8,7.156652
33936,9,8.310927
33937,9,7.537792
33938,9,7.982801
33939,9,7.537197
33940,9,7.855292
33941,8,7.802184
33942,9,7.723962
33943,9,7.844350
33944,9,8.604618
33945,9,8.900082
33946,9,8.017301
33947,8,7.651637
33948,9,8.263544
33949,9,7.919286
33950,9,7.865521
33951,9,8.858967
33952,9,8.898838
33953,8,7.925234
33954,9,8.870674
33955,9,8.898925
33956,9,8.902244
33957,9,8.884132
33958,9,8.921001
33959,8,7.893561
33960,9,7.994755
33961,9,8.900218
33962,9,8.890421
33963,9,8.904427
33964,9,8.791121
33965,8,7.910203
33966,9,8.922770
33967,9,8.810916
33968,9,8.696735
33969,9,7.294802
33970,9,7.322909
33971,8,6.512886
33972,9,7.318885
33973,9,7.318885
33974,9,7.322175
33975,9,8.813974
33976,9,8.923173
33977,8,7.087701
33978,9,8.927058
33979,9,8.752577
33980,9,8.910433
33981,9,8.926499
33982,9,8.888182
33983,8,7.912137
33984,9,8.927562
33985,9,8.907779
33986,9,8.949677
33987,9,8.901594
33988,9,7.065460
33989,8,7.944681
33990,9,8.898470
33991,10,9.793576
33992,10,9.769575
33993,10,9.738255
33994,10,9.731544
33995,10,9.742928
33996,10,9.731544
33997,10,9.734406
33998,10,9.757910
33999,10,9.749541
34000,10,9.686801
34001,10,9.722729
34002,10,9.686801
34003,10,9.743648
34004,10,9.743108
34005,11,10.684564
34006,9,8.677852
34007,10,9.646532
34008,10,9.756387
34009,10,9.646532
34010,10,9.711773
34011,10,9.702461
34012,10,9.722595
34013,10,9.736018
34014,10,9.826501
34015,10,9.767443
34016,10,9.749670
34017,10,9.800895
34018,10,9.753915
34019,10,9.747204
34020,10,9.718299
34021,10,9.697987
34022,10,9.686801
34023,10,9.718663
34024,10,9.714286
34025,10,9.704903
34026,10,9.709172
34027,10,9.738400
34028,10,9.709172
34029,10,9.720761
34030,10,9.811138
34031,10,9.771977
34032,10,9.753915
34033,10,9.780920
34034,10,9.753915
34035,10,9.762864
34036,10,9.727318
34037,10,9.664430
34038,10,9.664430
34039,10,9.680089
34040,10,9.771932
34041,10,9.731544
34042,11,10.731753
34043,9,8.760626
34044,10,9.731544
34045,10,9.742729
34046,10,9.810820
34047,9,8.776366
34048,10,9.710742
34049,10,9.704081
34050,10,9.514502
34051,10,9.733340
34052,10,9.729340
34053,10,9.729306
34054,10,9.048627
34055,11,9.508943
34056,9,8.673904
34057,10,9.690983
34058,10,9.312589
34059,10,8.597186
34060,10,8.601263
34061,10,8.393411
34062,10,9.267145
34063,10,8.772971
34064,11,9.977028
34065,9,7.982229
34066,10,8.400474
34067,10,8.399291
34068,10,8.717754
34069,10,9.216244
34070,10,9.044347
34071,10,8.918474
34072,10,9.285428
34073,10,9.516239
34074,10,8.616908
34075,10,9.416954
34076,10,8.501766
34077,10,8.946345
34078,10,8.379597
34079,10,8.386714
34080,10,8.388670
34081,10,9.212111
34082,10,8.607718
34083,10,8.736051
34084,10,8.536696
34085,10,8.451798
34086,10,8.633296
34087,10,8.379506
34088,10,9.498402
34089,10,8.584013
34090,10,8.942636
34091,10,8.728501
34092,10,8.398577
34093,10,8.396970
34094,10,9.225875
34095,10,8.523705
34096,10,8.950389
34097,10,8.601263
34098,10,8.386714
34099,10,8.386105
34100,10,8.724348
34101,10,9.196590
34102,10,8.727018
34103,10,8.835694
34104,10,9.283833
34105,9,8.560382
34106,9,7.961312
34107,9,8.694168
34108,9,7.568588
34109,9,8.448649
34110,9,7.568399
34111,9,7.569395
34112,9,7.560450
34113,9,8.316155
34114,9,7.854299
34115,7,6.030151
34116,9,7.851884
34117,9,7.586681
34118,9,7.717230
34119,9,7.555265
34120,9,8.866570
34121,5,4.903749
34122,9,7.303287
34123,9,7.320434
34124,9,7.322360
34125,9,7.277264
34126,9,7.292784
34127,9,7.293638
34128,9,8.114922
34129,9,7.702887
34130,9,7.558719
34131,9,7.556725
34132,9,7.843038
34133,8,7.389893
34134,9,7.972098
34135,9,8.093407
34136,9,7.879574
34137,9,8.535931
34138,9,7.553510
34139,9,8.558697
34140,9,7.547778
34141,9,8.307547
34142,9,7.549763
34143,9,7.550185
34144,9,7.787928
34145,9,7.613589
34146,9,7.615063
34147,9,7.649847
34148,9,7.716714
34149,9,7.723393
34150,9,7.749918
34151,9,7.555085
34152,9,8.887171
34153,9,7.994194
34154,9,8.408859
34155,9,7.988086
34156,9,7.553974
34157,9,7.564032
34158,8,7.652243
34159,9,7.690238
34160,9,8.122898
34161,10,8.383540
34162,10,8.383177
34163,10,8.388931
34164,10,8.845479
34165,10,8.995701
34166,10,8.700673
34167,10,8.844434
34168,10,8.880376
34169,10,8.459587
34170,10,8.449850
34171,10,8.637335
34172,10,8.454027
34173,10,8.589051
34174,10,8.438576
34175,10,8.443169
34176,10,8.577548
34177,10,8.454157
34178,10,8.457277
34179,11,9.886283
34180,9,7.578389
34181,10,8.569230
34182,10,8.428713
34183,10,8.390389
34184,10,9.917912
34185,10,9.754327
34186,10,9.160628
34187,10,8.701992
34188,10,8.421115
34189,10,8.406263
34190,10,9.487354
34191,9,7.873160
34192,9,8.450827
34193,9,7.696615
34194,9,7.549763
34195,9,7.549955
34196,8,7.753195
34197,9,8.895131
34198,9,8.907932
34199,9,8.018303
34200,9,8.906058
34201,9,8.919893
34202,9,8.910044
34203,9,8.783053
34204,9,8.796425
34205,9,7.864010
34206,9,7.562130
34207,9,7.562130
34208,9,8.114373
34209,9,8.163880
34210,9,8.158164
34211,9,8.001209
34212,9,7.698596
34213,9,7.895529
34214,9,7.559012
34215,9,7.531508
34216,9,8.003360
34217,9,8.723704
34218,9,8.261429
34219,9,7.694626
34220,9,7.560427
34221,9,7.558059
34222,9,8.721676
34223,9,7.707034
34224,9,8.448482
34225,9,7.312448
34226,9,7.301946
34227,9,7.304842
34228,9,7.302899
34229,9,7.300195
34230,9,7.305937
34231,9,8.951228
34232,9,8.951199
34233,9,8.017211
34234,9,8.900199
34235,9,8.804965
34236,9,7.720242
34237,9,8.640783
34238,9,7.569395
34239,9,7.568210
34240,9,8.161955
34241,9,8.169702
34242,9,8.179341
34243,9,8.028981
34244,8,6.720590
34245,9,7.860536
34246,9,7.571952
34247,10,8.498542
34248,10,9.499786
34249,10,8.476201
34250,10,8.996097
34251,10,8.419036
34252,10,8.408551
34253,10,8.379994
34254,10,8.077348
34255,10,8.246597
34256,10,8.727226
34257,10,8.398556
34258,10,8.467558
34259,10,8.464212
34260,10,8.457029
34261,10,8.917160
34262,10,8.454857
34263,10,8.644879
34264,10,9.326230
34265,10,9.323390
34266,10,8.641006
34267,10,8.968690
34268,10,8.383390
34269,10,8.474789
34270,10,8.411663
34271,10,8.530869
34272,11,9.374919
34273,9,8.514670
34274,10,8.765080
34275,10,8.768314
34276,10,8.516595
34277,10,8.631573
34278,10,8.423494
34279,10,8.406506
34280,10,9.451838
34281,10,9.574944
34282,10,8.531047
34283,10,8.209438
34284,10,8.410439
34285,10,8.406641
34286,10,9.351236
34287,10,8.791182
34288,10,9.260880
34289,10,8.400593
34290,10,8.408551
34291,10,8.407930
34292,10,8.761191
34293,10,8.996952
34294,10,8.661477
34295,10,8.889614
34296,10,9.360992
34297,10,9.342420
34298,10,8.771079
34299,10,9.491114
34300,10,8.534657
34301,10,8.897727
34302,10,8.420428
34303,9,7.816916
34304,10,8.409499
34305,10,9.002742
34306,11,9.548723
34307,9,7.895159
34308,10,8.726081
34309,10,8.619047
34310,10,8.399336
34311,10,8.402990
34312,10,9.512355
34313,10,8.952445
34314,10,8.833556
34315,10,8.417112
34316,10,8.430699
34317,10,8.412756
34318,10,9.072005
34319,10,8.510152
34320,10,8.842860
34321,10,8.388626
34322,10,8.388626
34323,12,10.082430
34324,8,7.057522
34325,10,8.984853
34326,10,8.532976
34327,11,9.668393
34328,9,8.446757
34329,10,9.274153
34330,10,8.604160
34331,10,9.427001
34332,10,9.509232
34333,10,9.510870
34334,10,9.510870
34335,10,9.500588
34336,10,9.526825
34337,10,9.533077
34338,10,9.421269
34339,10,9.459459
34340,10,9.459459
34341,10,9.459459
34342,10,9.524653
34343,10,9.533821
34344,10,9.548022
34345,10,9.510870
34346,10,9.495447
34347,10,9.588257
34348,10,9.748208
34349,10,9.713639
34350,10,9.696965
34351,11,10.718968
34352,9,8.758389
34353,10,9.728108
34354,10,9.568872
34355,10,9.661344
34356,10,9.781264
34357,10,9.621447
34358,11,10.678665
34359,9,8.654555
34360,10,9.684169
34361,9,8.660146
34362,8,7.883492
34363,9,8.892642
34364,9,8.002878
34365,9,8.882172
34366,8,7.814109
34367,7,6.923526
34368,9,8.899037
34369,9,8.874269
34370,9,8.896271
34371,8,7.904084
34372,8,7.920256
34373,9,8.707721
34374,9,8.696745
34375,9,8.004542
34376,9,8.678635
34377,9,8.684015
34378,9,7.305516
34379,9,7.289720
34380,9,7.307722
34381,9,7.329073
34382,9,7.333333
34383,9,7.292511
34384,9,8.670482
34385,9,8.638920
34386,9,8.699256
34387,9,8.687450
34388,9,8.690526
34389,9,8.891676
34390,9,8.890962
34391,9,8.899877
34392,9,8.036705
34393,9,8.818345
34394,9,8.899648
34395,9,8.815380
34396,9,8.775521
34397,9,8.899452
34398,9,8.840860
34399,8,7.789266
34400,9,8.780536
34401,9,8.766851
34402,9,8.852537
34403,9,8.023155
34404,9,8.831149
34405,9,8.824437
34406,9,8.870050
34407,9,7.846162
34408,9,8.905448
34409,9,7.974521
34410,9,8.589375
34411,8,6.715876
34412,9,7.555734
34413,9,7.542047
34414,9,8.437915
34415,9,7.959477
34416,5,4.905957
34417,9,7.538108
34418,10,8.376777
34419,10,8.379143
34420,10,9.452556
34421,10,9.322061
34422,10,8.568003
34423,10,9.004705
34424,10,9.602101
34425,10,9.887072
34426,10,8.563744
34427,11,10.466000
34428,9,7.579449
34429,10,9.170976
34430,10,8.573649
34431,10,8.565399
34432,10,8.403376
34433,10,9.168767
34434,10,9.021511
34435,10,9.026297
34436,10,9.174669
34437,10,8.403237
34438,10,8.411984
34439,10,8.552040
34440,10,9.925252
34441,10,9.937313
34442,10,9.314098
34443,10,8.394603
34444,10,8.408551
34445,10,8.402570
34446,10,9.462978
34447,9,7.702518
34448,9,8.177876
34449,9,7.551036
34450,9,7.557007
34451,9,7.555820
34452,8,7.145779
34453,9,8.005765
34454,9,7.556538
34455,9,7.654232
34456,9,8.605056
34457,9,8.753013
34458,8,6.716201
34459,9,8.260789
34460,9,7.550459
34461,9,7.704239
34462,9,7.699300
34463,9,7.546318
34464,9,7.567104
34465,9,7.997152
34466,9,7.844334
34467,9,7.869390
34468,9,7.889357
34469,9,7.602145
34470,9,7.599016
34471,9,7.542215
34472,9,7.999203
34473,9,8.731322
34474,9,8.287808
34475,9,7.569395
34476,9,7.570394
34477,9,8.204469
34478,9,8.699546
34479,9,8.785756
34480,9,8.713765
34481,9,7.286008
34482,9,7.289487
34483,9,7.315333
34484,9,7.319258
34485,9,7.304498
34486,9,7.311282
34487,9,8.844707
34488,9,8.908178
34489,9,8.006728
34490,7,6.741052
34491,9,8.679799
34492,9,8.924038
34493,9,8.943750
34494,9,8.919159
34495,9,8.924000
34496,9,8.919525
34497,9,8.889481
34498,9,8.915186
34499,9,8.910336
34500,9,8.015225
34501,9,8.907295
34502,9,8.900790
34503,10,9.722760
34504,10,9.664430
34505,10,9.664430
34506,10,9.689038
34507,10,9.765180
34508,10,9.709172
34509,10,9.711837
34510,10,9.818028
34511,10,9.836689
34512,10,9.790393
34513,11,10.762903
34514,9,8.782998
34515,10,9.752577
34516,10,9.725101
34517,10,9.736018
34518,10,9.668904
34519,10,9.671141
34520,10,9.702610
34521,10,9.671141
34522,10,9.760761
34523,10,9.686955
34524,10,9.664430
34525,10,9.686801
34526,10,9.631244
34527,10,9.710434
34528,10,9.772691
34529,10,9.767338
34530,10,9.722595
34531,10,9.709172
34532,11,10.728375
34533,9,8.776286
34534,10,9.664430
34535,10,9.723038
34536,10,9.664430
34537,10,9.664430
34538,12,11.639821
34539,8,7.785315
34540,10,9.704698
34541,10,9.749486
34542,10,9.875115
34543,10,9.796421
34544,10,9.720712
34545,10,9.748331
34546,11,10.635347
34547,9,8.697987
34548,10,9.713776
34549,10,9.702461
34550,10,9.642058
34551,10,9.646532
34552,10,9.689163
34553,10,9.664430
34554,10,9.734229
34555,10,9.627152
34556,10,9.620536
34557,10,9.620281
34558,10,9.748501
34559,9,8.782998
34560,11,10.486197
34561,9,8.574375
34562,11,10.473759
34563,10,9.502758
34564,9,8.559783
34565,10,9.490884
34566,10,9.535199
34567,10,9.510870
34568,10,9.546822
34569,10,9.510870
34570,10,9.510870
34571,10,9.521981
34572,10,9.500588
34573,10,9.589758
34574,10,9.530645
34575,10,9.520683
34576,10,9.523869
34577,10,9.530392
34578,10,9.587934
34579,10,9.653426
34580,10,9.500588
34581,10,9.535462
34582,10,9.488556
34583,10,9.459459
34584,10,9.459459
34585,10,9.501610
34586,10,9.495549
34587,10,9.571601
34588,10,9.399927
34589,10,9.278685
34590,10,9.240940
34591,10,8.366864
34592,10,8.368436
34593,10,8.973539
34594,10,8.769920
34595,10,8.977622
34596,10,8.599637
34597,10,8.380332
34598,10,8.392752
34599,10,8.483199
34600,10,9.536272
34601,10,9.333010
34602,10,8.878398
34603,10,8.398577
34604,10,8.398577
34605,10,8.621006
34606,10,9.299149
34607,10,8.743772
34608,10,8.961107
34609,10,8.380768
34610,10,8.390241
34611,10,8.830453
34612,10,8.732118
34613,10,9.182579
34614,10,8.631469
34615,10,8.947344
34616,10,9.286002
34617,9,8.539219
34618,9,7.994142
34619,9,8.760199
34620,9,7.606436
34621,9,8.617116
34622,9,7.866766
34623,9,8.885377
34624,9,8.821463
34625,9,8.918171
34626,9,8.939604
34627,9,8.939267
34628,9,8.899562
34629,9,8.838458
34630,9,8.887843
34631,8,7.118317
34632,9,8.904802
34633,9,8.915402
34634,9,7.295879
34635,9,7.294031
34636,9,7.291191
34637,9,7.309161
34638,9,7.288756
34639,9,7.288750
34640,9,8.639636
34641,9,8.662542
34642,9,8.710017
34643,9,8.704111
34644,9,8.660292
34645,9,8.900590
34646,9,8.898103
34647,9,8.889111
34648,9,8.021974
34649,9,8.895435
34650,9,8.911112
34651,9,8.766103
34652,9,8.786496
34653,9,8.807157
34654,9,8.816436
34655,9,8.845453
34656,9,8.811333
34657,9,8.853567
34658,9,8.837668
34659,9,8.007526
34660,9,8.843766
34661,9,8.752823
34662,9,8.875711
34663,9,8.643270
34664,9,8.883117
34665,9,7.889639
34666,9,8.915325
34667,9,8.803499
34668,9,8.846106
34669,9,8.856643
34670,9,8.907740
34671,9,8.889572
34672,9,8.923149
34673,10,9.905945
34674,10,9.910775
34675,10,9.886024
34676,10,9.900064
34677,10,9.896034
34678,10,9.885966
34679,10,9.894179
34680,10,9.884922
34681,10,9.911681
34682,10,9.923717
34683,10,9.932291
34684,10,9.931481
34685,10,9.913347
34686,10,9.920229
34687,10,9.935553
34688,10,9.926013
34689,10,9.919019
34690,11,10.900385
34691,9,8.940254
34692,10,9.923235
34693,10,9.920162
34694,10,9.909927
34695,10,9.892801
34696,10,9.908350
34697,10,9.926184
34698,10,9.948959
34699,10,9.915467
34700,10,9.939403
34701,10,9.886489
34702,10,9.891217
34703,9,8.906846
34704,9,8.925466
34705,8,7.978800
34706,9,8.902935
34707,9,8.931048
34708,9,8.869366
34709,9,8.940181
34710,9,8.903991
34711,9,8.008334
34712,9,8.909014
34713,9,8.899726
34714,9,8.922741
34715,9,8.793918
34716,9,8.796189
34717,9,7.978420
34718,9,8.835115
34719,9,8.836861
34720,9,8.830778
34721,9,8.852854
34722,9,8.821665
34723,9,8.833238
34724,9,8.845033
34725,9,8.843070
34726,9,8.917667
34727,9,8.847240
34728,9,8.054081
34729,9,8.908842
34730,9,8.887527
34731,9,8.877983
34732,9,8.706480
34733,9,8.715350
34734,9,8.668166
34735,9,8.748721
34736,9,8.676040
34737,9,7.278835
34738,9,7.292783
34739,9,7.289533
34740,9,7.289631
34741,9,7.258973
34742,9,7.274632
34743,9,8.812139
34744,9,8.817578
34745,9,7.991846
34746,8,7.902407
34747,9,8.733736
34748,9,8.902335
34749,9,8.908054
34750,9,8.915303
34751,9,8.923288
34752,8,7.922301
34753,9,8.887323
34754,9,8.809608
34755,9,8.892732
34756,9,8.024531
34757,9,8.917536
34758,9,8.895806
34759,10,9.787431
34760,10,9.736018
34761,10,9.758494
34762,10,9.664430
34763,10,9.725021
34764,11,10.630872
34765,9,8.727358
34766,10,9.789688
34767,10,9.783417
34768,10,9.771812
34769,10,9.067075
34770,10,8.654429
34771,10,8.396777
34772,10,8.787617
34773,10,9.326128
34774,10,8.659629
34775,10,9.264617
34776,10,9.373665
34777,10,9.617535
34778,10,8.738061
34779,10,9.478684
34780,10,8.767032
34781,10,8.888410
34782,10,8.397581
34783,10,8.398577
34784,10,8.394792
34785,10,9.014044
34786,10,9.020317
34787,11,9.774183
34788,9,7.679089
34789,10,8.399763
34790,10,8.397118
34791,10,8.777694
34792,10,9.621924
34793,10,9.413768
34794,10,9.121313
34795,10,8.378698
34796,10,8.875287
34797,10,8.383471
34798,10,9.349319
34799,10,8.783516
34800,10,9.129422
34801,10,9.684564
34802,10,9.604027
34803,10,9.655481
34804,10,9.646532
34805,10,9.574944
34806,10,9.563758
34807,10,9.557047
34808,11,10.590862
34809,9,8.659955
34810,10,9.702590
34811,10,9.675615
34812,10,9.664430
34813,10,9.673378
34814,11,10.700625
34815,8,7.832215
34816,10,9.536244
34817,10,9.529672
34818,10,9.491998
34819,10,9.713303
34820,10,9.726980
34821,10,9.727069
34822,10,9.685441
34823,10,9.759090
34824,10,9.694425
34825,10,9.730074
34826,10,9.753915
34827,10,9.766488
34828,10,9.647344
34829,10,9.618255
34830,10,9.536759
34831,10,9.566104
34832,10,9.533651
34833,10,9.507103
34834,11,10.299978
34835,9,8.577682
34836,10,9.587350
34837,10,9.528417
34838,10,9.617834
34839,10,9.599573
34840,11,10.512658
34841,9,8.502371
34842,10,9.552080
34843,10,9.493642
34844,10,9.516140
34845,10,9.461463
34846,10,9.311718
34847,10,9.295002
34848,10,9.271753
34849,10,9.282917
34850,10,9.225495
34851,10,9.242458
34852,10,9.278321
34853,10,9.402546
34854,10,9.385248
34855,10,9.472682
34856,10,9.421451
34857,10,9.439288
34858,10,9.617834
34859,10,9.617834
34860,10,9.599649
34861,10,9.486454
34862,10,9.406824
34863,10,9.410062
34864,10,9.508877
34865,10,9.403203
34866,10,9.257421
34867,10,9.356186
34868,10,9.379918
34869,10,9.368303
34870,10,9.497156
34871,10,9.437500
34872,10,9.449371
34873,9,8.507095
34874,9,8.897784
34875,9,8.904629
34876,9,8.014120
34877,9,8.910000
34878,9,8.850269
34879,9,8.847183
34880,9,8.909170
34881,9,8.865951
34882,9,8.919502
34883,9,8.892280
34884,9,8.880999
34885,9,8.769253
34886,9,8.856016
34887,9,8.016145
34888,9,8.930227
34889,9,8.787400
34890,9,7.285373
34891,9,7.286358
34892,9,7.312064
34893,9,7.295493
34894,9,7.279548
34895,8,6.474585
34896,9,8.737164
34897,8,7.571466
34898,9,8.782418
34899,9,8.717066
34900,7,6.817460
34901,9,8.831319
34902,9,8.897749
34903,8,7.910159
34904,9,8.010573
34905,9,8.672399
34906,8,7.877283
34907,9,8.742802
34908,9,8.796131
34909,9,8.815207
34910,9,8.821900
34911,8,7.861282
34912,9,8.803409
34913,9,8.821895
34914,8,7.805404
34915,9,7.989928
34916,9,8.809701
34917,9,8.745888
34918,9,8.805320
34919,9,8.603014
34920,7,6.919386
34921,9,8.030347
34922,9,8.899264
34923,9,8.800642
34924,9,8.787663
34925,9,8.663645
34926,9,8.905923
34927,9,8.860642
34928,9,8.927691
34929,10,9.875142
34930,10,9.929694
34931,10,9.916748
34932,10,9.929682
34933,10,9.916981
34934,10,9.907970
34935,10,9.869977
34936,10,9.871201
34937,10,9.868102
34938,10,9.869847
34939,11,10.862064
34940,9,8.881295
34941,10,9.726912
34942,10,8.383592
34943,10,8.381606
34944,10,8.540680
34945,10,9.605064
34946,10,9.147866
34947,10,9.003775
34948,10,8.855695
34949,10,8.399763
34950,10,8.989806
34951,10,8.534970
34952,10,9.882367
34953,10,9.859269
34954,10,9.468891
34955,10,9.003328
34956,10,8.408551
34957,10,8.403567
34958,11,10.470852
34959,8,7.023179
34960,9,8.332796
34961,9,8.885117
34962,9,8.893561
34963,9,8.903095
34964,9,8.898741
34965,9,8.916955
34966,9,8.925187
34967,9,7.986551
34968,9,8.911830
34969,8,7.922948
